regName,regCode,source,is_chemo,is_immuno,is_targeted,is_endocrine,is_supportive,anticancer,hemonc_modalities,class_eau,class_hemonc_mbc,class_any,accepted_uses,status
G-FC,12112,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,other,Chronic lymphocytic leukemia,carried
GCD,23201,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,carboplatin,Classical Hodgkin lymphoma,carried
GCD-R,23208,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,carboplatin,Classical Hodgkin lymphoma,carried
GCP,2595,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,carboplatin,Carcinoma of unknown primary; EGFR Non-small cell lung cancer; Non-small cell lung cancer,carried
GDP,3515,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,cisplatin,Anaplastic large cell lymphoma; Diffuse large B-cell lymphoma; Peripheral T-cell lymphoma,carried
GDPT,33365,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,cisplatin,Peripheral T-cell lymphoma,carried
Gefitinib and Pemetrexed,30974,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,EGFR Non-small cell lung cancer; Non-small cell lung cancer,carried
Gefitinib monotherapy,30152,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,EGFR Non-small cell lung cancer; Non-small cell lung cancer; Non-small cell lung cancer nonsquamous,carried
"Gefitinib, Nedaplatin, Pemetrexed",114927,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,EGFR Non-small cell lung cancer; Non-small cell lung cancer,carried
Gemcitabine and Bevacizumab,8204,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer,carried
Gemcitabine and Irinotecan,2602,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Carcinoma of unknown primary,carried
Gemcitabine and Margetuximab,35877,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
Gemcitabine and Mitomycin,11760,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Cholangiocarcinoma; Gallbladder cancer,carried
Gemcitabine and nab-Paclitaxel,11761,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Cholangiocarcinoma; Pancreatic cancer,carried
Gemcitabine and Nimotuzumab,136480,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,,carried
Gemcitabine and Paclitaxel,5559,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other_recommended,other,Breast cancer; Non-small cell lung cancer; Testicular cancer; TNBC Breast cancer; Urothelial carcinoma,carried
Gemcitabine and Pegylated liposomal doxorubicin,32157,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Ovarian cancer,carried
Gemcitabine and Rituximab,23215,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Classical Hodgkin lymphoma; Diffuse large B-cell lymphoma,carried
Gemcitabine and S-1,38854,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Cholangiocarcinoma; Gallbladder cancer,carried
Gemcitabine and Sunitinib,35511,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Clear cell renal cell carcinoma; Renal cell carcinoma; Sarcomatoid renal cell carcinoma,carried
Gemcitabine and Trastuzumab,48578,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Breast cancer; ERBB2 Breast cancer,carried
Gemcitabine and Vinorelbine,26117,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Malignant pleural mesothelioma; Non-small cell lung cancer; Soft tissue sarcoma,carried
Gemcitabine monotherapy,5218,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other_recommended,other,BRCA Breast cancer; Breast cancer; Cervical cancer; Cholangiocarcinoma; Classical Hodgkin lymphoma; Diffuse large B-cell lymphoma; ER Breast cancer; Gallbladder cancer; HRD Ovarian cancer; Malignant pleural mesothelioma; Mantle cell lymphoma; Nasopharyngeal carcinoma; Non-small cell lung cancer; Non-small cell lung cancer nonsquamous; Osteosarcoma; Ovarian cancer; Pancreatic cancer; Peripheral T-cell lymphoma; Small cell lung cancer; TNBC Breast cancer; Urothelial carcinoma,carried
"Gemcitabine, Cisplatin, S-1",11758,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,cisplatin,Cholangiocarcinoma; Gallbladder cancer,carried
"Gemcitabine, Oxaliplatin, Paclitaxel",37471,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Testicular cancer,carried
GemOx,11702,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Cholangiocarcinoma; Gallbladder cancer; Hepatocellular carcinoma; Pancreatic cancer; Testicular cancer,carried
GemOx and Sorafenib,47111,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Hepatocellular carcinoma,carried
GEMOX-B,11787,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Cholangiocarcinoma; Gallbladder cancer,carried
Gemtuzumab ozogamicin monotherapy,1477,hemonc,0,0,1,0,0,1,Antibody-drug conjugate therapy,other,other,other,Acute myeloid leukemia,carried
Gilteritinib monotherapy,1903,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Acute myeloid leukemia; FLT3 Acute myeloid leukemia,carried
GIP,31140,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Non-small cell lung cancer; Testicular cancer,carried
Glasdegib and LoDAC,1478,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Acute myeloid leukemia,carried
Glofit-GemOx,145622,hemonc,1,1,0,0,1,1,Chemotherapy; Immunotherapy; Supportive therapy,other,other,other,,carried
Glofitamab monotherapy,120221,hemonc,0,1,0,0,1,1,Immunosuppressive therapy; Immunotherapy; Supportive therapy,other,other,other,Diffuse large B-cell lymphoma; Transformed lymphoma,carried
Goserelin and Letrozole,64310,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,Breast cancer; ER Breast cancer,carried
Goserelin and Tamoxifen,6851,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,Breast cancer; ER Breast cancer,carried
Goserelin monotherapy,8435,hemonc,0,0,0,1,0,0,Endocrine therapy,other,other,other,Breast cancer; ER Breast cancer; Prostate cancer,carried
"Goserelin, Letrozole, Ribociclib",64311,hemonc,0,0,1,1,0,1,Endocrine therapy; Targeted therapy,other,other,other,Breast cancer; ER Breast cancer,carried
"Goserelin, Ribociclib, Tamoxifen",9027,hemonc,0,0,1,1,0,1,Endocrine therapy; Targeted therapy,other,other,other,Breast cancer; ER Breast cancer,carried
GTX,33127,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Pancreatic cancer,carried
GVD,16505,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Classical Hodgkin lymphoma; Diffuse large B-cell lymphoma,carried
GVP,23228,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,cisplatin,Classical Hodgkin lymphoma,carried
HAA,1286,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Acute myeloid leukemia,carried
HAD,1293,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Acute myeloid leukemia,carried
HAM,1004,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Acute myeloid leukemia; Diffuse large B-cell lymphoma,carried
HAM and Imatinib,4831,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,B-cell acute lymphoblastic leukemia; BCR::ABL1 B-cell acute lymphoblastic leukemia,carried
HDMP-R,12113,hemonc,0,0,1,0,1,1,Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,Chronic lymphocytic leukemia,carried
Hexa-CAF,32452,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Ovarian cancer,carried
HiDAC and ATRA,120265,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,other,Acute myeloid leukemia; NPM1 Acute myeloid leukemia,carried
HiDAC and G-CSF,1561,hemonc,1,0,0,0,1,1,Chemotherapy; Growth factor therapy,other,other,other,Acute myeloid leukemia,carried
HiDAC and Midostaurin,1890,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Acute myeloid leukemia; FLT3 Acute myeloid leukemia,carried
HiDAC and Quizartinib,120266,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Acute myeloid leukemia; FLT3 Acute myeloid leukemia,carried
High-dose Cytarabine monotherapy (HiDAC),839,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Acute myeloid leukemia; CNS lymphoma; Mantle cell lymphoma,carried
High-dose Interleukin-2,25590,hemonc,0,1,0,0,1,1,Immunotherapy; Supportive therapy,other,other,other,Clear cell renal cell carcinoma; Melanoma; Renal cell carcinoma,carried
HIT-SKK'92 regimen,114402,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,carboplatin,Medulloblastoma,carried
Hydrocortisone monotherapy,34566,hemonc,0,0,0,0,0,0,Endocrine therapy,other,other,other,Prostate cancer,carried
Hydroxyurea and Imatinib,20891,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Glioblastoma,carried
Hydroxyurea and Interferon alfa-2a,12984,hemonc,1,1,0,0,0,1,Chemotherapy; Immunotherapy,other,other,other,Chronic myeloid leukemia,carried
Hydroxyurea and Voxelotor,50008,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Sickle cell anemia,carried
Hydroxyurea monotherapy,18563,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Chronic myeloid leukemia; Chronic myelomonocytic leukemia; Essential thrombocythemia; Glioblastoma; Hypereosinophilic syndrome; Myelofibrosis; Polycythemia vera; Sickle cell anemia,carried
Hyper-CVAD,27696,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,Multiple myeloma,carried
Hyper-CVAD/MA and Imatinib,4805,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,B-cell acute lymphoblastic leukemia; BCR::ABL1 B-cell acute lymphoblastic leukemia,carried
IAP,2217,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Acute myeloid leukemia,carried
Ibritumomab tiuxetan protocol,15943,hemonc,0,0,1,0,0,1,Radioconjugate therapy; Targeted therapy,other,other,other,Diffuse large B-cell lymphoma; Follicular lymphoma; Mantle cell lymphoma; Marginal zone lymphoma,carried
Ibrutinib and Obinutuzumab,12069,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Chronic lymphocytic leukemia,carried
Ibrutinib and Ofatumumab,12536,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Chronic lymphocytic leukemia,carried
Ibrutinib and Rituximab,12543,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Chronic lymphocytic leukemia; Mantle cell lymphoma; Waldenstroem macroglobulinemia,carried
Ibrutinib and Ublituximab,48254,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Chronic lymphocytic leukemia,carried
Ibrutinib and Venetoclax,24825,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Chronic lymphocytic leukemia; Mantle cell lymphoma; T-cell prolymphocytic leukemia,carried
Ibrutinib monotherapy,12027,hemonc,0,0,1,0,1,1,Immunosuppressive therapy; Targeted therapy,other,other,other,Chronic lymphocytic leukemia; Diffuse large B-cell lymphoma; Follicular lymphoma; Graft versus host disease; Mantle cell lymphoma; Marginal zone lymphoma; Waldenstroem macroglobulinemia,carried
ICE,17310,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,carboplatin,Classical Hodgkin lymphoma; Diffuse large B-cell lymphoma; Ewing sarcoma; Osteosarcoma; Small cell lung cancer,carried
ICE and ATRA,58097,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Acute myeloid leukemia; NPM1 Acute myeloid leukemia,carried
ICE-V,34235,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,carboplatin,Small cell lung cancer,carried
ICL,1335,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Acute myeloid leukemia,carried
Icotinib monotherapy,10738,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,EGFR Non-small cell lung cancer; Non-small cell lung cancer,carried
IDAC and Sorafenib,1894,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Acute myeloid leukemia; FLT3 Acute myeloid leukemia,carried
"Idarubicin, L-Asparaginase, Vincristine, Prednisone",34241,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy,other,other,other,B-cell acute lymphoblastic leukemia,carried
"Idarubicin, then Mitoxantrone, then Idarubicin",2424,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Acute promyelocytic leukemia,carried
"Idarubicin, then Mitoxantrone, then Idarubicin, with ATRA",2426,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Acute promyelocytic leukemia,carried
iddEnPC,67462,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Breast cancer,carried
Idelalisib and Ofatumumab,12399,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Chronic lymphocytic leukemia,carried
Idelalisib and Rituximab,12120,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Chronic lymphocytic leukemia,carried
Idelalisib monotherapy,12555,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Chronic lymphocytic leukemia; Follicular lymphoma; Marginal zone lymphoma; Waldenstroem macroglobulinemia,carried
IDR,34262,hemonc,0,0,1,0,1,1,Glucocorticoid therapy; Targeted therapy,other,other,other,Waldenstroem macroglobulinemia,carried
IE,18744,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Ewing sarcoma; Osteosarcoma,carried
IFL,14809,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Colorectal cancer,carried
IFL and Bevacizumab,14834,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Colorectal cancer,carried
Ifosfamide and Gemcitabine,31133,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Non-small cell lung cancer,carried
Ifosfamide and Methotrexate,11013,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,CNS lymphoma,carried
Ifosfamide and Paclitaxel,17627,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Endometrial cancer; Small cell lung cancer; Testicular cancer,carried
Ifosfamide and Vinorelbine,23242,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,Classical Hodgkin lymphoma,carried
Ifosfamide monotherapy,11510,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Cervical cancer; Diffuse large B-cell lymphoma; Endometrial cancer; Small cell lung cancer; Soft tissue sarcoma; Thymoma,carried
IGEV and G-CSF,37030,hemonc,1,0,0,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy,other,other,other,,carried
Imatinib and Interferon alfa,13162,hemonc,0,1,1,0,0,1,Immunotherapy; Targeted therapy,other,other,other,Chronic myeloid leukemia,carried
Imatinib and LoDAC,13161,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,Chronic myeloid leukemia,carried
Imatinib and Peginterferon alfa-2a,61215,hemonc,0,1,1,0,0,1,Immunotherapy; Targeted therapy,other,other,other,Chronic myeloid leukemia,carried
Imatinib monotherapy,4907,hemonc,0,0,1,0,1,1,Supportive therapy; Targeted therapy,other,other,other,B-cell acute lymphoblastic leukemia; BCR::ABL1 B-cell acute lymphoblastic leukemia; Chronic myeloid leukemia; Chronic myeloid leukemia pediatric; Dermatofibrosarcoma protuberans; Desmoid tumor; Gastrointestinal stromal tumor; Hypereosinophilic syndrome; KIT Melanoma; Melanoma; Systemic mastocytosis,carried
Imatinib-based consolidation,4845,hemonc,1,0,1,0,0,1,Chemotherapy; Targeted therapy,other,other,other,B-cell acute lymphoblastic leukemia pediatric; BCR::ABL1 B-cell acute lymphoblastic leukemia pediatric,carried
"Imatinib, Vincristine, Dexamethasone",4832,hemonc,1,0,1,0,1,1,Chemotherapy; Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,B-cell acute lymphoblastic leukemia; BCR::ABL1 B-cell acute lymphoblastic leukemia,carried
Imetelstat monotherapy,136486,atc,,,,0,,1,,other,other,other,,carried
Infigratinib monotherapy,63414,hemonc,0,0,1,0,0,1,Targeted therapy,other,other,other,Cholangiocarcinoma,carried
Inotuzumab ozogamicin monotherapy,4733,hemonc,0,0,1,0,0,1,Antibody-drug conjugate therapy,other,other,other,B-cell acute lymphoblastic leukemia; B-cell acute lymphoblastic leukemia pediatric; Follicular lymphoma,carried
Interferon alfa and Dexamethasone,26269,hemonc,0,1,0,0,1,1,Glucocorticoid therapy; Immunotherapy,other,other,other,Multiple myeloma,carried
Interferon alfa monotherapy,13168,hemonc,0,1,0,0,0,1,Immunotherapy,other,other,other,Chronic myeloid leukemia; Follicular lymphoma; Mantle cell lymphoma; Multiple myeloma,carried
Interferon alfa-2a and Interleukin-2,35604,hemonc,0,1,0,0,0,1,Immunotherapy,other,other,other,Renal cell carcinoma,carried
Interferon alfa-2a and Isotretinoin,35890,hemonc,0,1,0,0,0,1,Immunotherapy,other,other,other,Renal cell carcinoma,carried
Interferon alfa-2a monotherapy,19214,hemonc,0,1,0,0,0,1,Immunotherapy,other,other,other,Chronic myeloid leukemia; Clear cell renal cell carcinoma; Follicular lymphoma; Hairy cell leukemia; Kaposi sarcoma; Melanoma; Multiple myeloma; Renal cell carcinoma,carried
Interferon alfa-2b and Prednisone,28097,hemonc,0,1,0,0,1,1,Glucocorticoid therapy; Immunotherapy,other,other,other,Multiple myeloma,carried
Interferon alfa-2b and Thalidomide,28104,hemonc,0,1,1,0,0,1,Immunotherapy; Targeted therapy,other,other,other,Multiple myeloma,carried
Interferon alfa-2b monotherapy,25087,hemonc,0,1,0,0,0,1,Immunotherapy,other,other,other,Chronic myeloid leukemia; Hairy cell leukemia; Kaposi sarcoma; Melanoma; Multiple myeloma; Neuroendocrine tumor; Renal cell carcinoma; Systemic mastocytosis,carried
Interferon alfa-2c monotherapy,35891,hemonc,0,1,0,0,0,1,Immunotherapy,other,other,other,Renal cell carcinoma,carried
Interferon alfa-n1 monotherapy,50182,hemonc,0,1,0,0,0,1,Immunotherapy,other,other,other,Chronic myeloid leukemia,carried
Intraperitoneal 5-FU,14075,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Colorectal cancer,carried
Intravesicular Doxorubicin monotherapy,110990,hemonc,1,0,0,0,0,1,Chemotherapy,other,other_recommended,other,Bladder cancer,carried
Intravesicular Mitomycin monotherapy,110992,hemonc,1,0,0,0,0,1,Chemotherapy,other,other_recommended,other,Bladder cancer,carried
Intravesicular Valrubicin monotherapy,110994,hemonc,1,0,0,0,0,1,Chemotherapy,other,other_recommended,other,Bladder cancer,carried
IP-BCD,31346,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,cisplatin,Osteosarcoma,carried
Ipilimumab and Nivolumab,11084,hemonc,0,1,0,0,0,1,Immunotherapy,other,other,other,BRAF Melanoma; Clear cell renal cell carcinoma; CNS melanoma; Colorectal cancer; Esophageal squamous cell carcinoma; Hepatocellular carcinoma; Malignant pleural mesothelioma; Melanoma; MSI-H Colorectal cancer; Non-small cell lung cancer; Non-small cell lung cancer nonsquamous; Non-small cell lung cancer squamous; Small cell lung cancer; Uveal melanoma,carried
Ipilimumab and Sargramostim,76225,hemonc,0,1,0,0,0,1,Immunotherapy,other,other,other,,carried
Ipilimumab monotherapy,25149,hemonc,0,1,0,0,0,1,Immunotherapy,other,other,other,Melanoma; Non-small cell lung cancer; Small cell lung cancer; Uveal melanoma,carried
Iptacopan monotherapy,61271,hemonc,0,0,0,0,1,0,Immunosuppressive therapy,other,other,other,Paroxysmal nocturnal hemoglobinuria,carried
IRd,26544,hemonc,0,0,1,0,1,1,Glucocorticoid therapy; Supportive therapy; Targeted therapy,other,other,other,Multiple myeloma,carried
IRI-S,51125,hemonc,1,0,0,0,0,1,Chemotherapy,other,other,other,Colorectal cancer; Esophageal cancer,carried
Irinotecan and Bevacizumab,3393,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,other,Anaplastic glioma; Glioblastoma,carried
Irinotecan and Cetuximab,15219,hemonc,1,0,1,0,1,1,Chemotherapy; Supportive therapy; Targeted therapy,other,other,other,BRAF Colorectal cancer; Colorectal cancer; RAS Colorectal cancer,carried
Irinotecan and Mitomycin,18472,hemonc,1,0,0,0,1,1,Chemotherapy; Supportive therapy,other,other,other,Esophageal adenocarcinoma; Gastric cancer,carried
